item_id,category,stock_level,reorder_point,reorder_frequency_days,lead_time_days,daily_demand,demand_std_dev,item_popularity_score,storage_location_id,zone,picking_time_seconds,handling_cost_per_unit,unit_price,holding_cost_per_unit_day,stockout_count_last_month,order_fulfillment_rate,total_orders_last_month,turnover_ratio,layout_efficiency_score,last_restock_date,forecasted_demand_next_7d,KPI_score,days_of_stock_coverage,expected_demand_during_lead_time,lead_time_stock_gap,below_reorder_point,stockout_risk,inventory_value,coverage_to_lead_time_ratio,overstock_candidate
ITM10900,Groceries,198,69,3,8,10.77,6.17,0.95,L56,A,140,4.33,38.15,0.95,1,0.93,96,6.18,0.63,2024-03-20,218.83,0.679,18.384401114206128,86.16,111.84,False,False,7553.7,2.298050139275766,False
ITM10901,Electronics,229,90,11,5,32.06,9.29,0.88,L94,C,145,0.93,45.58,1.51,0,0.78,850,8.59,0.99,2024-10-01,257.6,0.718,7.142857142857142,160.3,68.69999999999999,False,False,10437.82,1.4285714285714284,False
ITM10902,Automotive,483,83,4,2,28.88,9.24,0.33,L76,C,79,3.8,95.03,0.14,0,0.92,771,9.46,0.26,2024-06-16,277.53,0.748,16.72437673130194,57.76,425.24,False,False,45899.49,8.36218836565097,False
ITM10903,Pharma,347,72,13,2,19.75,3.24,0.87,L35,D,154,3.84,109.21,0.16,0,0.87,582,12.71,0.41,2024-07-19,177.43,0.809,17.569620253164558,39.5,307.5,False,False,37895.869999999995,8.784810126582279,False
ITM10904,Pharma,143,51,4,5,16.97,7.49,0.55,L42,C,19,3.12,183.62,1.39,8,0.83,400,2.14,0.63,2024-10-27,291.85,0.422,8.426635238656454,84.85,58.150000000000006,False,False,26257.66,1.6853270477312907,False
ITM10905,Apparel,132,60,9,6,12.64,7.87,0.64,L32,C,150,2.69,82.39,1.48,4,0.99,368,7.76,0.83,2024-11-20,287.07,0.639,10.443037974683543,75.84,56.16,False,False,10875.48,1.7405063291139238,False
ITM10906,Automotive,31,73,4,5,27.24,8.18,0.86,L12,B,115,1.94,51.32,1.71,3,0.85,280,13.52,0.22,2024-11-28,41.87,0.563,1.1380323054331865,136.2,-105.19999999999999,True,True,1590.92,0.2276064610866373,False
ITM10907,Groceries,145,85,12,8,46.03,5.92,0.13,L36,A,21,2.08,151.33,0.86,9,0.9,347,5.62,0.79,2024-12-14,161.6,0.547,3.150119487290897,368.24,-223.24,False,True,21942.850000000002,0.39376493591136214,False
ITM10908,Electronics,72,65,10,7,34.6,0.6,0.43,L58,C,137,3.53,35.58,0.84,4,0.7,494,7.22,0.31,2024-11-25,43.2,0.534,2.0809248554913293,242.20000000000002,-170.20000000000002,False,True,2561.7599999999998,0.2972749793559042,False
ITM10909,Apparel,350,89,8,5,37.48,7.74,0.83,L32,A,160,0.79,179.53,1.15,8,0.79,154,2.19,0.86,2024-02-03,208.4,0.484,9.338313767342584,187.39999999999998,162.60000000000002,False,False,62835.5,1.8676627534685166,False
ITM10910,Pharma,408,50,9,3,41.88,1.51,0.83,L97,B,137,3.13,87.79,1.54,2,0.97,687,11.51,0.75,2024-06-07,231.93,0.703,9.742120343839542,125.64000000000001,282.36,False,False,35818.32,3.2473734479465137,False
ITM10911,Groceries,302,41,9,7,18.23,1.61,0.86,L60,B,70,1.75,126.63,1.32,2,0.93,932,2.19,0.57,2024-12-23,266.56,0.557,16.566099835436095,127.61,174.39,False,False,38242.26,2.366585690776585,False
ITM10912,Groceries,159,24,8,5,4.08,6.25,0.25,L73,C,35,2.6,45.38,0.72,1,0.86,348,9.83,0.86,2024-08-11,198.5,0.783,38.970588235294116,20.4,138.6,False,False,7215.42,7.794117647058823,False
ITM10913,Electronics,420,71,12,2,31.51,9.84,0.74,L79,C,24,3.02,37.65,0.76,7,0.97,117,6.24,0.79,2024-05-02,141.66,0.619,13.329101872421452,63.02,356.98,False,False,15813.0,6.664550936210726,False
ITM10914,Pharma,409,36,13,4,10.24,2.8,0.23,L86,B,31,4.49,161.78,1.55,6,0.85,587,5.73,0.81,2024-01-30,55.22,0.533,39.94140625,40.96,368.04,False,False,66168.02,9.9853515625,False
ITM10915,Automotive,116,37,11,3,28.88,6.64,0.81,L49,B,98,3.11,91.64,1.12,1,0.87,722,9.2,0.43,2024-05-05,46.28,0.651,4.016620498614959,86.64,29.36,False,False,10630.24,1.3388734995383196,False
ITM10916,Groceries,24,90,11,8,37.24,3.38,0.32,L44,D,74,1.52,197.48,0.29,3,0.81,669,8.95,0.7,2024-02-14,150.84,0.732,0.6444683136412459,297.92,-273.92,True,True,4739.5199999999995,0.08055853920515574,False
ITM10917,Electronics,76,73,9,3,39.4,9.04,0.76,L4,D,163,0.86,109.62,0.39,6,0.89,850,6.68,0.31,2024-08-10,251.44,0.57,1.9289340101522843,118.19999999999999,-42.19999999999999,False,True,8331.12,0.6429780033840947,False
ITM10918,Automotive,431,68,11,9,15.79,6.14,0.51,L64,A,30,3.32,170.67,1.72,0,0.8,866,4.9,0.86,2024-02-29,227.71,0.625,27.295756808106397,142.10999999999999,288.89,False,False,73558.76999999999,3.0328618675673775,False
ITM10919,Pharma,353,67,12,6,26.11,2.47,0.99,L42,B,161,2.95,196.19,2.0,0,0.82,645,8.11,0.62,2024-08-20,265.43,0.596,13.519724243584834,156.66,196.34,False,False,69255.06999999999,2.2532873739308057,False
ITM10920,Groceries,88,11,5,4,31.43,2.99,0.62,L24,A,25,3.52,63.42,0.74,7,0.99,90,4.74,0.86,2024-11-09,245.19,0.619,2.799872733057588,125.72,-37.72,False,True,5580.96,0.699968183264397,False
ITM10921,Automotive,137,45,5,3,41.15,4.61,0.67,L63,B,169,2.57,162.17,0.83,5,0.73,249,2.44,0.37,2024-11-07,69.59,0.47,3.3292831105710814,123.44999999999999,13.550000000000011,False,False,22217.289999999997,1.1097610368570272,False
ITM10922,Automotive,395,80,3,9,38.31,1.66,0.43,L28,A,25,4.21,14.18,0.39,1,0.73,597,12.19,0.3,2024-01-29,68.09,0.71,10.310623858000522,344.79,50.20999999999998,False,False,5601.099999999999,1.1456248731111691,False
ITM10923,Automotive,78,22,7,5,49.41,1.25,0.76,L46,D,51,4.64,139.15,0.55,9,0.71,912,10.83,0.75,2024-06-07,142.82,0.601,1.578627808136005,247.04999999999998,-169.04999999999998,False,True,10853.7,0.315725561627201,False
ITM10924,Groceries,52,24,6,3,1.4,6.96,0.55,L34,B,169,0.68,151.59,0.91,9,0.8,424,2.18,0.25,2024-12-07,65.44,0.368,37.142857142857146,4.199999999999999,47.8,False,False,7882.68,12.380952380952381,True
ITM10925,Groceries,337,98,4,3,22.44,4.37,0.12,L44,B,50,3.85,100.7,0.64,0,0.82,455,3.28,0.4,2024-12-02,64.37,0.624,15.017825311942959,67.32000000000001,269.68,False,False,33935.9,5.005941770647653,False
ITM10926,Apparel,69,96,11,3,13.55,7.4,0.65,L36,A,117,0.66,40.8,1.43,2,0.73,283,2.4,0.93,2024-03-30,87.66,0.581,5.0922509225092245,40.650000000000006,28.349999999999994,True,False,2815.2,1.6974169741697416,False
ITM10927,Pharma,387,69,5,6,6.87,1.55,0.85,L77,A,134,2.5,127.18,1.12,3,0.86,557,12.07,0.31,2024-03-02,16.54,0.623,56.33187772925764,41.22,345.78,False,False,49218.66,9.388646288209607,False
ITM10928,Electronics,38,31,10,3,45.66,6.29,0.31,L90,C,161,2.58,180.53,1.66,4,0.87,291,11.82,0.5,2024-01-07,175.69,0.586,0.8322382829610163,136.98,-98.97999999999999,False,True,6860.14,0.27741276098700546,False
ITM10929,Automotive,233,72,8,3,49.9,4.71,0.3,L36,C,22,3.63,186.95,1.48,9,0.93,992,6.71,0.96,2024-12-28,125.02,0.539,4.66933867735471,149.7,83.30000000000001,False,False,43559.35,1.5564462257849032,False
ITM10930,Apparel,216,99,7,6,9.85,1.05,0.65,L72,D,88,2.09,151.76,0.34,2,0.99,388,12.5,0.22,2024-03-11,78.84,0.735,21.928934010152286,59.099999999999994,156.9,False,False,32780.159999999996,3.654822335025381,False
ITM10931,Electronics,398,84,3,9,2.88,5.68,0.84,L2,B,147,4.19,60.11,0.33,4,0.89,69,14.64,0.56,2024-12-25,48.92,0.772,138.19444444444446,25.919999999999998,372.08,False,False,23923.78,15.35493827160494,False
ITM10932,Apparel,469,83,6,7,14.48,1.29,0.32,L67,B,51,2.04,175.36,1.8,6,0.73,904,14.59,0.83,2024-01-06,142.2,0.607,32.389502762430936,101.36,367.64,False,False,82243.84000000001,4.627071823204419,False
ITM10933,Groceries,497,34,5,4,41.91,8.36,0.94,L25,A,178,2.04,178.88,1.66,8,0.73,713,14.73,0.93,2024-03-24,184.57,0.602,11.858744929611072,167.64,329.36,False,False,88903.36,2.964686232402768,False
ITM10934,Automotive,66,57,3,9,15.4,6.5,0.93,L11,D,130,1.5,79.78,0.99,4,0.93,943,12.85,0.79,2024-09-11,292.25,0.736,4.285714285714286,138.6,-72.6,False,True,5265.4800000000005,0.47619047619047616,False
ITM10935,Electronics,186,52,14,8,3.79,5.79,0.28,L31,B,140,3.58,44.77,0.35,3,0.9,220,4.04,0.91,2024-06-26,83.61,0.721,49.07651715039578,30.32,155.68,False,False,8327.220000000001,6.1345646437994725,False
ITM10936,Electronics,471,47,7,7,3.57,1.77,0.34,L93,D,25,0.84,176.19,1.81,9,0.75,265,1.8,0.23,2024-09-24,17.64,0.259,131.9327731092437,24.99,446.01,False,False,82985.49,18.84753901560624,True
ITM10937,Electronics,308,50,8,2,21.94,3.23,0.73,L53,C,53,2.13,178.17,0.54,8,0.78,917,12.36,0.28,2024-09-21,223.44,0.563,14.038286235186872,43.88,264.12,False,False,54876.35999999999,7.019143117593436,False
ITM10938,Electronics,160,54,4,6,46.66,5.18,0.96,L63,A,167,1.7,29.17,0.17,7,0.93,890,5.32,0.79,2024-05-12,78.2,0.658,3.429061294470639,279.96,-119.95999999999998,False,True,4667.200000000001,0.5715102157451065,False
ITM10939,Electronics,103,97,5,6,15.01,6.52,0.74,L72,B,130,1.53,193.73,1.86,4,0.87,793,5.73,0.8,2024-03-26,150.44,0.544,6.862091938707528,90.06,12.939999999999998,False,False,19954.19,1.143681989784588,False
ITM10940,Apparel,201,49,13,3,21.93,2.24,0.5,L98,A,174,0.77,111.29,1.64,8,0.88,65,2.02,0.68,2024-07-09,244.39,0.415,9.165526675786595,65.78999999999999,135.21,False,False,22369.29,3.0551755585955314,False
ITM10941,Automotive,410,26,8,3,5.99,0.58,0.25,L31,C,33,1.36,198.81,1.42,8,0.76,332,11.01,0.78,2024-03-05,20.72,0.553,68.4474123539232,17.97,392.03,False,False,81512.1,22.8158041179744,False
ITM10942,Groceries,98,97,6,8,25.19,3.78,0.51,L89,D,35,2.51,94.55,0.16,0,0.89,350,7.03,0.89,2024-05-17,51.04,0.834,3.89043271139341,201.52,-103.52000000000001,False,True,9265.9,0.48630408892417626,False
ITM10943,Groceries,234,66,11,2,35.13,5.09,0.65,L61,D,67,2.77,111.32,1.1,5,0.93,214,3.86,0.64,2024-03-01,38.47,0.555,6.660973526900085,70.26,163.74,False,False,26048.879999999997,3.3304867634500424,False
ITM10944,Groceries,33,11,7,3,14.29,2.25,0.4,L83,C,18,1.71,60.56,1.34,4,0.97,830,10.13,0.96,2024-01-16,77.78,0.707,2.309307207837649,42.87,-9.869999999999997,False,True,1998.48,0.7697690692792163,False
ITM10945,Groceries,234,71,6,5,15.54,5.18,0.56,L92,C,135,3.43,180.8,1.54,5,0.92,740,14.72,0.76,2024-06-20,60.18,0.678,15.057915057915059,77.69999999999999,156.3,False,False,42307.200000000004,3.011583011583012,False
ITM10946,Apparel,422,97,4,3,42.26,3.72,0.22,L63,B,28,2.01,94.31,1.0,9,0.87,307,7.98,0.58,2024-08-07,101.81,0.516,9.985802176999528,126.78,295.22,False,False,39798.82,3.3286007256665093,False
ITM10947,Pharma,147,18,8,3,1.51,4.82,0.51,L58,B,37,2.15,164.78,1.91,2,0.9,637,9.49,0.54,2024-05-19,226.43,0.584,97.35099337748345,4.53,142.47,False,False,24222.66,32.450331125827816,False
ITM10948,Automotive,329,77,12,5,32.19,3.8,0.18,L3,B,144,4.02,25.15,0.57,2,0.85,666,3.28,0.8,2024-09-25,22.28,0.677,10.220565392979188,160.95,168.05,False,False,8274.35,2.0441130785958377,False
ITM10949,Electronics,496,90,4,2,20.3,6.47,0.14,L12,B,54,2.98,159.77,0.23,9,0.77,402,3.25,0.7,2024-02-02,31.39,0.534,24.43349753694581,40.6,455.4,False,False,79245.92,12.216748768472906,True
ITM10950,Pharma,267,26,14,5,15.62,0.91,0.87,L38,B,137,4.79,103.15,0.73,4,0.96,136,7.42,0.85,2024-05-14,173.65,0.708,17.09346991037132,78.1,188.9,False,False,27541.050000000003,3.418693982074264,False
ITM10951,Groceries,423,59,9,6,33.22,2.12,0.28,L29,D,103,2.12,11.03,1.36,6,0.86,876,12.83,0.82,2024-12-30,160.88,0.651,12.733293196869356,199.32,223.68,False,False,4665.69,2.1222155328115595,False
ITM10952,Pharma,48,49,5,5,41.9,4.61,0.62,L52,B,174,4.23,52.99,1.5,3,0.88,575,13.73,0.62,2024-10-22,147.48,0.673,1.1455847255369929,209.5,-161.5,True,True,2543.52,0.22911694510739858,False
ITM10953,Automotive,299,67,11,4,28.36,3.88,0.23,L89,C,25,3.82,46.81,1.5,5,1.0,920,9.98,0.96,2024-11-17,159.61,0.675,10.543018335684062,113.44,185.56,False,False,13996.19,2.6357545839210155,False
ITM10954,Electronics,357,84,13,6,2.52,4.22,0.34,L32,C,14,4.51,152.84,0.31,4,1.0,994,6.05,0.76,2024-02-09,225.19,0.722,141.66666666666666,15.120000000000001,341.88,False,False,54563.880000000005,23.61111111111111,False
ITM10955,Electronics,338,94,7,3,23.61,8.14,0.43,L40,B,166,4.81,100.67,1.78,1,0.88,847,11.5,0.36,2024-09-11,177.07,0.603,14.315967810249894,70.83,267.17,False,False,34026.46,4.771989270083298,False
ITM10956,Automotive,221,30,10,8,23.68,8.92,0.23,L85,C,61,0.53,40.35,0.63,0,0.71,808,5.09,0.69,2024-08-21,142.52,0.685,9.33277027027027,189.44,31.560000000000002,False,False,8917.35,1.1665962837837838,False
ITM10957,Automotive,380,27,13,6,27.65,2.86,0.14,L75,A,160,0.9,58.79,0.5,5,0.82,927,4.07,0.36,2024-09-18,33.71,0.54,13.743218806509946,165.89999999999998,214.10000000000002,False,False,22340.2,2.2905364677516578,False
ITM10958,Groceries,76,64,8,2,33.88,8.45,0.89,L48,D,15,3.53,105.77,1.27,4,0.98,802,12.14,0.65,2024-07-03,292.68,0.681,2.2432113341204247,67.76,8.239999999999995,False,False,8038.5199999999995,1.1216056670602124,False
ITM10959,Electronics,411,38,14,2,1.95,4.86,0.11,L61,D,173,2.26,13.73,0.5,8,0.79,915,11.52,0.83,2024-01-29,79.41,0.668,210.76923076923077,3.9,407.1,False,False,5643.03,105.38461538461539,False
ITM10960,Pharma,237,33,12,5,25.6,3.1,0.16,L71,B,170,4.19,90.58,1.07,6,1.0,58,13.35,0.85,2024-09-12,262.06,0.721,9.2578125,128.0,109.0,False,False,21467.46,1.8515625,False
ITM10961,Apparel,81,83,10,6,29.83,9.86,0.82,L68,A,58,0.55,138.83,0.87,0,0.73,512,9.07,0.72,2024-10-17,119.9,0.724,2.7153871940998995,178.98,-97.97999999999999,True,True,11245.230000000001,0.45256453234998323,False
ITM10962,Apparel,176,26,13,3,17.82,8.34,0.35,L45,B,178,4.13,108.37,0.54,9,0.87,585,13.55,0.83,2024-03-26,208.34,0.687,9.876543209876543,53.46,122.53999999999999,False,False,19073.120000000003,3.2921810699588474,False
ITM10963,Automotive,221,27,14,2,33.75,9.95,0.75,L55,B,89,1.11,123.64,0.65,5,0.85,673,1.37,0.58,2024-07-07,141.7,0.539,6.548148148148148,67.5,153.5,False,False,27324.44,3.274074074074074,False
ITM10964,Groceries,36,51,5,7,12.18,2.1,0.23,L96,C,107,1.81,72.06,0.91,6,0.78,346,4.55,0.64,2024-03-21,112.71,0.534,2.955665024630542,85.25999999999999,-49.25999999999999,True,True,2594.16,0.422237860661506,False
ITM10965,Apparel,341,93,5,3,16.55,1.87,0.31,L71,D,116,4.86,44.78,0.76,2,0.98,266,12.26,0.9,2024-05-10,188.15,0.823,20.604229607250755,49.650000000000006,291.35,False,False,15269.98,6.868076535750252,False
ITM10966,Electronics,25,54,7,7,48.18,5.28,0.62,L43,A,163,0.73,163.85,0.82,8,0.89,277,6.93,0.59,2024-02-22,165.47,0.546,0.518887505188875,337.26,-312.26,True,True,4096.25,0.07412678645555358,False
ITM10967,Automotive,77,91,13,4,18.06,6.57,0.99,L46,C,46,2.07,182.07,1.5,1,0.77,81,4.35,0.48,2024-10-20,77.41,0.538,4.263565891472869,72.24,4.760000000000005,True,False,14019.39,1.0658914728682172,False
ITM10968,Pharma,344,26,12,7,17.98,2.13,0.17,L90,D,125,0.88,107.04,0.42,0,0.82,480,12.15,0.84,2024-12-11,107.51,0.852,19.132369299221356,125.86,218.14,False,False,36821.76,2.7331956141744795,False
ITM10969,Automotive,431,82,5,9,30.19,8.67,0.46,L59,D,26,4.34,67.96,1.29,9,0.92,838,12.51,0.24,2024-02-29,19.97,0.49,14.276250414044386,271.71000000000004,159.28999999999996,False,False,29290.76,1.5862500460049318,False
ITM10970,Pharma,337,23,10,2,48.58,5.55,0.14,L35,B,41,3.66,107.13,1.39,9,0.79,219,7.39,0.97,2024-04-26,66.14,0.532,6.9370111156854675,97.16,239.84,False,False,36102.81,3.4685055578427337,False
ITM10971,Automotive,188,58,12,5,49.17,4.4,0.28,L40,A,165,4.1,177.01,1.62,8,0.96,280,7.53,0.47,2024-09-17,107.39,0.464,3.8234695952816757,245.85000000000002,-57.85000000000002,False,True,33277.88,0.7646939190563351,False
ITM10972,Automotive,472,38,14,4,29.4,6.22,0.92,L33,B,34,2.87,141.37,1.71,6,0.75,119,11.93,0.7,2024-01-02,291.92,0.558,16.054421768707485,117.6,354.4,False,False,66726.64,4.013605442176871,False
ITM10973,Automotive,101,13,10,6,1.05,6.53,0.19,L30,C,31,2.11,173.14,0.4,9,0.78,160,11.8,0.75,2024-01-23,162.86,0.643,96.19047619047619,6.300000000000001,94.7,False,False,17487.14,16.03174603174603,False
ITM10974,Pharma,493,91,4,3,45.13,0.91,0.87,L16,B,70,0.51,72.39,0.36,0,0.74,138,13.13,0.31,2024-01-07,213.23,0.749,10.923997341014845,135.39000000000001,357.61,False,False,35688.27,3.6413324470049484,False
ITM10975,Pharma,487,29,14,2,28.94,10.0,0.26,L93,B,135,1.75,145.28,1.27,3,0.73,51,10.04,0.86,2024-05-05,205.34,0.665,16.8279198341396,57.88,429.12,False,False,70751.36,8.4139599170698,False
ITM10976,Automotive,444,56,6,4,18.93,3.96,0.88,L25,D,53,2.82,134.08,1.54,9,0.79,976,3.6,0.66,2024-01-24,294.46,0.404,23.454833597464344,75.72,368.28,False,False,59531.520000000004,5.863708399366086,False
ITM10977,Apparel,452,18,12,4,41.63,1.08,0.58,L41,D,111,3.49,118.61,0.62,2,1.0,105,8.7,0.46,2024-08-29,171.14,0.706,10.85755464809032,166.52,285.48,False,False,53611.72,2.71438866202258,False
ITM10978,Groceries,238,86,3,9,20.59,8.6,0.89,L16,C,29,1.53,110.36,1.1,6,0.73,719,6.35,0.88,2024-07-05,179.79,0.577,11.559009227780477,185.31,52.69,False,False,26265.68,1.2843343586422753,False
ITM10979,Groceries,196,88,6,2,2.67,9.93,0.24,L96,D,118,1.13,114.69,1.57,4,0.76,320,1.38,0.7,2024-07-15,97.02,0.473,73.40823970037454,5.34,190.66,False,False,22479.239999999998,36.70411985018727,True
ITM10980,Groceries,223,36,14,6,41.23,8.26,0.79,L69,D,97,1.41,171.44,1.56,8,0.78,323,3.75,0.83,2024-03-17,191.57,0.456,5.408682997817124,247.38,-24.379999999999995,False,True,38231.12,0.9014471663028539,False
ITM10981,Pharma,90,24,13,6,27.75,8.59,0.71,L98,D,56,2.09,184.04,1.34,2,0.89,593,3.88,0.99,2024-04-01,229.74,0.654,3.2432432432432434,166.5,-76.5,False,True,16563.6,0.5405405405405406,False
ITM10982,Pharma,406,28,6,5,17.57,6.45,0.59,L89,B,60,1.17,31.44,0.25,5,0.92,319,2.15,0.3,2024-01-19,39.94,0.548,23.10756972111554,87.85,318.15,False,False,12764.640000000001,4.621513944223108,False
ITM10983,Apparel,285,99,12,8,13.29,9.26,0.83,L24,A,48,1.21,118.07,0.2,9,0.93,239,7.35,0.8,2024-10-10,149.24,0.644,21.44469525959368,106.32,178.68,False,False,33649.95,2.68058690744921,False
ITM10984,Groceries,117,61,11,7,30.1,0.84,0.68,L25,C,23,0.7,184.5,0.84,1,0.7,771,8.11,0.81,2024-12-01,132.35,0.706,3.8870431893687707,210.70000000000002,-93.70000000000002,False,True,21586.5,0.5552918841955387,False
ITM10985,Groceries,364,35,5,6,11.19,7.78,0.89,L28,B,30,4.36,35.6,0.15,2,0.9,532,5.76,0.9,2024-08-02,42.94,0.782,32.52904378909741,67.14,296.86,False,False,12958.4,5.421507298182902,False
ITM10986,Automotive,310,98,4,9,16.87,6.87,0.44,L95,C,152,1.49,88.44,1.82,3,0.89,357,6.77,0.53,2024-04-24,108.97,0.532,18.37581505631298,151.83,158.17,False,False,27416.399999999998,2.04175722847922,False
ITM10987,Pharma,227,35,11,5,32.19,0.97,0.63,L62,B,109,4.2,26.93,0.14,5,0.86,71,8.69,0.9,2024-06-13,165.2,0.754,7.051879465672569,160.95,66.05000000000001,False,False,6113.11,1.4103758931345138,False
ITM10988,Groceries,21,35,11,7,44.2,5.67,0.88,L36,C,106,2.47,31.56,0.16,0,0.81,63,2.69,0.71,2024-05-07,198.46,0.724,0.4751131221719457,309.40000000000003,-288.40000000000003,True,True,662.76,0.06787330316742081,False
ITM10989,Apparel,143,55,3,4,27.11,5.39,0.29,L93,D,10,3.35,181.78,0.41,5,0.94,535,8.87,0.26,2024-08-01,93.78,0.617,5.274806344522316,108.44,34.56,False,False,25994.54,1.318701586130579,False
ITM10990,Apparel,299,58,8,2,38.2,7.07,0.54,L76,C,118,0.84,94.77,1.29,3,0.8,767,10.94,0.23,2024-06-12,148.13,0.563,7.827225130890052,76.4,222.6,False,False,28336.23,3.913612565445026,False
ITM10991,Groceries,93,91,12,6,38.39,1.24,0.96,L98,A,91,3.13,140.86,1.13,7,0.77,595,13.25,0.59,2024-05-18,222.88,0.596,2.422505860901276,230.34,-137.34,False,True,13099.980000000001,0.4037509768168794,False
ITM10992,Pharma,185,62,10,5,33.55,8.15,0.53,L68,C,147,1.8,36.39,1.35,8,0.79,903,5.22,0.83,2024-02-09,132.45,0.499,5.514157973174367,167.75,17.25,False,False,6732.150000000001,1.1028315946348735,False
ITM10993,Apparel,41,12,5,4,13.05,1.82,0.33,L77,A,160,0.93,14.17,1.8,7,0.83,513,11.46,0.51,2024-10-19,282.82,0.501,3.1417624521072796,52.2,-11.200000000000003,False,True,580.97,0.7854406130268199,False
ITM10994,Automotive,173,75,13,6,43.47,4.48,0.42,L37,C,27,4.59,179.19,0.96,7,0.76,617,9.48,0.88,2024-07-09,18.9,0.618,3.9797561536691974,260.82,-87.82,False,True,30999.87,0.6632926922781995,False
ITM10995,Apparel,446,51,11,3,22.38,8.87,0.9,L13,D,67,3.22,119.16,0.18,1,0.88,801,8.04,0.59,2024-03-02,85.47,0.763,19.92850759606792,67.14,378.86,False,False,53145.36,6.642835865355973,False
ITM10996,Electronics,458,28,4,8,3.17,5.83,0.96,L25,C,135,1.59,13.8,1.55,9,0.97,998,13.87,0.22,2024-09-14,48.68,0.488,144.4794952681388,25.36,432.64,False,False,6320.400000000001,18.05993690851735,False
ITM10997,Electronics,314,26,8,4,12.99,4.11,0.96,L38,B,82,2.39,198.54,1.64,1,0.88,482,9.68,0.98,2024-12-10,166.97,0.717,24.172440338722094,51.96,262.04,False,False,62341.56,6.0431100846805235,False
ITM10998,Pharma,238,42,3,9,38.51,0.96,0.73,L30,D,119,2.11,103.52,0.19,5,0.83,624,6.12,0.59,2024-01-27,61.44,0.647,6.180212931706051,346.59,-108.58999999999997,False,True,24637.76,0.6866903257451168,False
ITM10999,Groceries,176,85,9,9,4.39,6.89,0.56,L47,D,61,3.65,100.42,0.56,4,0.94,449,10.98,0.72,2024-04-01,225.13,0.742,40.09111617312073,39.51,136.49,False,False,17673.920000000002,4.454568463680081,False
ITM11000,Pharma,249,58,5,6,8.22,9.87,0.26,L23,B,55,3.23,127.97,1.56,5,0.92,641,14.44,0.36,2024-04-24,276.32,0.593,30.291970802919707,49.32000000000001,199.68,False,False,31864.53,5.0486618004866175,False
ITM11001,Pharma,39,65,9,9,35.02,9.16,0.21,L39,D,116,0.59,11.5,0.81,8,0.81,601,13.85,0.44,2024-09-21,70.09,0.594,1.1136493432324386,315.18,-276.18,True,True,448.5,0.1237388159147154,False
ITM11002,Pharma,494,72,6,4,44.74,7.31,0.15,L2,D,22,1.39,118.14,1.0,9,0.88,855,14.72,0.59,2024-01-24,272.96,0.61,11.041573535985695,178.96,315.03999999999996,False,False,58361.16,2.7603933839964236,False
ITM11003,Pharma,60,12,11,2,32.05,1.5,0.12,L91,B,105,2.65,129.6,1.66,6,0.92,963,2.33,0.88,2024-07-24,193.21,0.505,1.87207488299532,64.1,-4.099999999999994,False,True,7776.0,0.93603744149766,False
ITM11004,Automotive,457,58,7,2,11.89,2.77,0.89,L69,D,26,2.5,66.42,0.28,4,0.77,328,7.21,0.28,2024-02-05,66.89,0.598,38.43566021867115,23.78,433.22,False,False,30353.940000000002,19.217830109335576,False
ITM11005,Automotive,167,64,5,8,3.62,2.28,0.83,L17,D,76,2.83,148.1,1.39,9,0.81,817,7.06,0.82,2024-08-26,223.6,0.501,46.13259668508287,28.96,138.04,False,False,24732.7,5.766574585635359,False
ITM11006,Apparel,127,35,10,2,31.14,3.88,0.61,L36,D,70,3.72,81.71,0.51,6,0.73,159,6.37,0.66,2024-05-24,36.35,0.592,4.078355812459859,62.28,64.72,False,False,10377.17,2.0391779062299293,False
ITM11007,Electronics,422,81,8,7,3.32,2.74,1.0,L6,D,74,3.57,146.38,0.22,7,1.0,97,3.5,0.6,2024-06-08,210.72,0.605,127.10843373493977,23.24,398.76,False,False,61772.36,18.158347676419968,True
ITM11008,Pharma,103,61,4,3,31.02,2.82,0.96,L7,C,142,2.18,37.33,1.36,0,0.73,793,12.65,0.9,2024-06-16,259.77,0.759,3.3204384268214056,93.06,9.939999999999998,False,False,3844.99,1.1068128089404685,False
ITM11009,Apparel,386,16,5,2,12.05,6.36,0.69,L71,D,169,4.45,183.6,0.33,9,0.75,131,10.42,0.29,2024-02-14,285.61,0.534,32.03319502074689,24.1,361.9,False,False,70869.59999999999,16.016597510373444,False
